transaction_amount,transaction_time,location_distance,cardholder_age,merchant_risk_score,device_trust_score,is_international,is_fraud
1230.07,8.08,792.57,19.0,95.98,29.48,1,0
3552.67,16.3,171.18,43.0,96.08,94.83,1,0
4257.42,18.16,2002.29,57.0,81.89,12.65,1,1
4373.5,7.87,1105.11,24.0,46.24,88.49,0,0
1699.91,19.72,1956.15,63.0,21.03,6.21,1,0
2656.6,16.61,1041.09,72.0,38.34,41.35,0,0
1245.79,13.42,1367.22,23.0,93.83,63.17,1,1
1227.76,0.02,1373.88,27.0,36.36,37.0,0,0
810.46,0.84,136.74,74.0,75.67,53.46,0,1
4700.39,23.78,1290.68,29.0,92.3,20.4,1,1
4440.5,18.77,1923.19,22.0,97.04,56.9,1,0
3887.91,22.5,1638.16,72.0,94.77,13.46,0,0
2590.72,21.66,225.85,69.0,55.51,79.61,0,1
2455.59,0.49,2004.17,55.0,49.19,58.38,1,0
2651.08,19.0,926.59,49.0,98.76,48.19,0,0
2685.16,10.83,43.3,70.0,21.82,5.47,0,0
2175.64,18.95,466.79,55.0,18.75,49.98,0,0
663.12,0.16,1492.68,56.0,96.32,56.36,0,0
632.69,6.92,931.2,66.0,68.92,26.57,0,0
4761.49,18.03,2083.15,55.0,53.63,67.76,0,1
2412.74,19.03,721.96,47.0,13.2,7.68,1,0
4766.26,14.87,2318.39,40.0,51.32,20.87,1,1
822.07,7.23,859.43,47.0,94.42,73.75,0,0
2774.31,7.45,1862.59,48.0,60.29,14.72,0,1
1042.55,23.2,2397.65,39.0,40.46,24.55,0,0
1269.66,10.54,1156.67,44.0,55.11,65.09,1,0
155.12,10.73,140.41,64.0,88.61,72.88,1,0
599.17,13.26,1606.34,42.0,91.28,5.15,0,1
4584.66,9.83,2986.23,19.0,40.01,12.66,0,1
1611.06,13.26,2906.98,34.0,60.81,44.61,0,0
3042.61,10.38,663.07,31.0,27.92,59.28,1,0
2327.75,19.84,2267.09,63.0,45.11,45.38,0,0
2005.25,21.82,1034.86,44.0,21.99,64.71,0,0
2661.77,22.37,480.82,34.0,53.15,75.6,0,0
940.26,13.54,1997.74,64.0,57.82,94.95,1,0
4943.08,10.61,1502.61,19.0,33.78,34.99,0,1
4092.45,16.93,1617.69,28.0,27.21,16.31,1,0
3709.37,20.12,2482.18,65.0,15.1,26.41,1,0
2346.45,13.51,1009.63,49.0,13.95,14.82,0,0
768.62,16.8,2001.28,62.0,71.15,39.42,0,0
4603.73,17.99,1098.57,66.0,22.16,87.26,1,1
1710.23,16.23,128.17,72.0,11.8,34.71,1,0
255.28,17.91,1134.05,22.0,99.89,14.88,0,0
1715.31,5.01,2850.1,64.0,25.99,52.26,0,0
3973.31,11.96,1449.79,58.0,89.6,99.19,0,1
3115.43,14.12,324.69,30.0,60.92,18.82,1,1
3755.44,0.06,2063.48,71.0,71.51,77.79,1,1
3969.21,20.54,2890.14,41.0,56.09,82.34,0,1
1063.71,14.64,2723.84,69.0,18.08,40.13,1,0
4619.3,3.1,1715.88,52.0,84.71,61.96,0,0
2192.76,19.59,1128.84,48.0,82.8,43.24,0,0
3196.87,17.21,1742.03,27.0,34.97,26.23,0,1
16.53,18.2,2447.79,70.0,76.39,42.61,0,1
4966.88,9.41,2583.71,50.0,54.3,9.53,1,1
1408.08,20.5,2456.53,18.0,90.9,70.7,0,0
315.01,9.94,1366.43,19.0,80.28,82.92,1,0
2294.02,13.69,356.57,62.0,4.1,30.74,1,0
649.51,0.02,1707.52,27.0,87.93,56.65,0,0
765.87,15.48,469.29,52.0,96.86,23.21,1,1
3163.25,17.24,182.88,57.0,74.22,12.75,0,0
1967.67,13.61,1496.0,34.0,11.99,66.36,0,0
4609.65,11.92,1966.12,50.0,80.74,13.41,0,1
1599.19,19.44,2562.44,32.0,64.75,78.2,1,0
3632.27,16.35,2348.51,72.0,33.88,27.18,1,1
2308.19,6.67,2571.72,67.0,88.4,81.85,0,0
3301.46,23.02,2280.21,34.0,56.56,36.85,1,0
3000.48,16.97,2109.72,48.0,85.29,36.88,1,1
2366.56,23.71,30.41,47.0,67.01,75.06,0,1
4750.56,23.31,1878.31,73.0,28.85,51.03,1,0
1716.85,22.05,361.45,40.0,97.5,20.1,1,0
890.29,18.13,176.0,50.0,57.1,85.04,1,0
3392.08,14.63,469.24,71.0,51.68,34.02,0,1
4230.81,4.13,2469.88,27.0,40.35,10.28,0,1
206.07,13.04,2231.55,49.0,13.63,41.6,1,0
2250.92,18.37,2846.32,24.0,68.62,57.4,0,0
4462.98,12.5,2936.93,53.0,43.08,60.99,1,1
3749.35,20.84,2679.85,39.0,93.46,83.56,0,0
4959.08,2.63,398.78,73.0,96.51,54.14,1,1
2659.41,9.14,2635.15,42.0,76.76,22.37,1,0
3301.68,12.14,2515.91,26.0,24.25,26.17,1,1
1515.89,10.38,2613.26,66.0,71.6,10.08,1,0
4737.94,2.61,455.06,65.0,2.04,73.59,1,0
1834.85,3.68,350.38,58.0,82.64,10.59,0,1
3693.86,20.1,2771.43,61.0,49.36,60.58,1,1
2018.69,11.63,521.48,33.0,93.67,59.69,0,1
2811.29,1.17,1105.87,55.0,37.78,78.55,0,1
3600.31,0.4,1367.95,20.0,26.32,7.46,0,0
2547.13,11.36,373.33,29.0,99.51,20.29,0,0
4535.9,3.95,61.9,71.0,53.07,90.96,1,1
2099.41,16.92,2982.27,60.0,86.32,57.22,0,0
3237.12,19.09,2629.97,31.0,91.11,45.77,1,1
1715.1,5.48,2737.01,24.0,51.85,74.77,0,0
2043.74,14.21,853.69,72.0,45.57,90.25,0,0
2203.05,3.71,660.3,24.0,55.29,26.3,1,1
633.41,7.29,1277.6,33.0,84.77,90.15,1,0
463.16,21.33,1359.96,28.0,96.47,10.87,1,0
3339.11,13.06,16.8,18.0,32.83,97.77,0,0
3279.31,21.26,2337.76,36.0,73.86,16.49,1,0
3316.23,5.41,2990.0,74.0,28.54,26.62,1,1
103.73,7.92,1586.07,37.0,61.1,9.66,1,1
1636.1,11.3,1164.78,47.0,80.48,80.37,0,0
993.06,11.52,1178.26,61.0,88.65,98.42,0,0
3891.87,23.94,288.23,49.0,44.87,29.7,0,0
4303.85,2.75,798.49,60.0,36.98,32.56,0,0
1237.17,20.45,1506.4,56.0,25.35,27.9,1,1
3340.91,20.73,1295.54,53.0,13.34,15.48,1,1
651.17,13.28,1635.1,55.0,36.49,78.74,1,0
1379.39,8.26,2547.2,64.0,87.2,6.07,0,0
697.58,12.46,675.73,58.0,41.88,96.78,0,0
1421.19,7.02,82.99,63.0,31.73,92.73,0,0
3375.31,19.18,114.68,26.0,73.91,11.84,1,0
4552.08,11.96,402.51,57.0,21.56,52.95,0,0
1016.6,22.22,1711.45,60.0,25.63,99.29,1,0
2712.68,14.94,2424.55,35.0,93.59,85.26,0,0
3508.45,12.34,2660.42,68.0,8.16,71.51,0,0
4764.85,17.07,1905.34,35.0,41.46,2.25,0,0
3052.25,12.09,1209.43,32.0,57.68,6.84,1,1
1279.26,21.71,463.54,67.0,23.03,79.4,0,0
3129.26,4.43,1204.26,32.0,28.1,37.64,1,0
1605.85,23.36,997.25,42.0,22.18,66.84,0,0
4880.76,19.49,2610.08,39.0,34.52,73.92,0,0
2001.38,20.66,1460.16,69.0,89.85,42.22,1,0
3428.71,11.59,678.59,44.0,43.16,14.34,1,1
121.02,20.09,866.4,58.0,41.78,38.67,1,0
2003.31,7.36,409.41,63.0,38.66,87.1,1,0
4376.16,18.29,2755.76,54.0,96.41,33.11,0,1
3053.09,3.37,151.04,72.0,11.73,6.26,0,0
2222.49,7.37,38.54,64.0,87.19,95.91,1,0
4680.01,10.7,548.97,41.0,32.72,68.07,1,1
4270.65,7.74,2432.62,72.0,95.65,54.09,1,1
1614.47,9.29,1570.4,48.0,31.52,82.91,0,0
2725.02,19.68,1877.53,19.0,8.29,41.12,0,0
2451.67,6.16,1073.2,33.0,52.0,98.51,1,0
3162.85,17.89,206.03,53.0,22.79,85.76,1,1
1673.89,1.77,2568.47,27.0,75.3,28.05,1,1
1224.8,18.38,575.68,51.0,65.73,37.1,1,0
4563.8,19.01,99.18,39.0,68.65,27.57,0,0
4619.75,9.64,1718.11,48.0,19.35,65.93,0,1
4217.4,17.34,249.87,18.0,70.86,63.93,1,0
4891.13,21.96,287.29,66.0,31.13,52.25,1,1
3726.23,19.22,2401.13,39.0,99.87,96.58,0,0
3824.51,9.37,1474.83,26.0,73.18,47.23,0,0
3814.14,11.62,724.53,43.0,59.04,78.37,1,0
2405.64,18.7,1045.88,46.0,86.71,65.81,1,0
2284.98,7.02,2187.72,54.0,58.93,51.82,1,1
1204.93,19.29,199.06,48.0,55.27,4.21,1,0
3225.87,7.87,349.44,20.0,23.73,65.75,0,0
1450.15,19.34,1848.79,68.0,67.81,64.26,0,0
1292.75,2.08,1820.92,44.0,37.46,12.49,1,0
2931.88,1.07,2917.39,22.0,4.31,79.59,1,1
2052.86,23.94,1123.65,62.0,81.61,46.7,0,0
1098.19,20.87,195.23,56.0,5.19,32.41,1,0
4081.2,21.19,1612.61,55.0,67.23,82.4,1,0
4303.55,22.83,1915.04,42.0,15.67,34.34,1,1
842.66,10.52,418.81,41.0,43.26,62.19,1,1
42.5,6.88,1658.59,49.0,85.91,61.79,1,1
1683.97,3.12,593.3,21.0,9.44,5.28,1,0
3988.57,12.03,2534.19,35.0,66.72,42.28,1,0
4196.67,5.28,2505.48,74.0,61.26,22.28,0,1
695.95,22.45,1288.89,56.0,86.75,19.96,0,0
3872.81,0.1,2900.23,42.0,17.27,65.5,1,0
582.94,3.44,2939.32,31.0,79.98,1.14,1,1
1953.36,5.92,387.75,60.0,45.01,96.91,1,0
4993.05,4.77,1103.14,33.0,42.86,39.54,1,0
966.99,5.42,1800.96,27.0,36.18,29.88,1,0
774.05,15.75,254.51,27.0,38.56,92.0,0,0
2116.89,7.86,1147.97,60.0,52.0,48.67,1,1
3100.24,14.76,783.52,55.0,10.68,61.43,1,1
4664.84,21.37,2856.15,22.0,42.51,69.59,1,1
4904.2,14.46,1234.76,25.0,65.2,87.14,0,0
352.85,16.67,2288.01,54.0,49.82,12.97,0,1
694.3,8.77,1160.12,51.0,16.58,8.17,0,0
3954.74,3.83,395.44,57.0,36.31,99.37,0,1
1356.81,7.69,2589.45,28.0,44.3,0.89,1,0
4424.82,23.14,1.25,59.0,66.89,70.82,1,1
3318.95,14.92,167.82,71.0,90.08,61.11,1,0
563.66,6.66,1093.15,52.0,55.04,55.26,0,0
4163.48,10.82,2060.69,29.0,67.64,78.58,0,0
885.9,20.05,1025.11,57.0,7.72,99.25,1,0
2120.36,16.04,198.94,38.0,95.45,4.69,0,0
2763.16,13.46,953.52,21.0,31.52,61.45,1,0
2506.33,21.24,734.94,35.0,35.43,71.68,0,0
3432.38,16.14,16.26,70.0,22.28,30.59,1,0
3265.17,15.43,1604.41,41.0,8.47,89.29,1,0
4960.25,4.55,349.94,67.0,79.0,45.7,1,1
4997.11,2.55,862.49,47.0,24.05,16.45,1,0
2584.71,23.16,1923.57,47.0,28.27,85.44,1,1
480.52,14.37,2175.35,18.0,18.18,94.29,1,0
3640.58,9.98,790.37,54.0,97.49,9.95,1,0
4883.44,14.14,987.58,24.0,78.1,75.17,1,1
1595.04,1.48,740.73,45.0,92.99,21.5,1,1
2308.74,19.73,2870.67,33.0,86.17,0.67,1,0
2126.76,5.2,571.56,40.0,90.63,26.06,0,0
261.84,19.31,549.54,49.0,47.9,85.49,0,0
3362.96,12.83,1335.11,19.0,17.05,14.12,0,0
1769.92,6.64,567.92,34.0,32.69,13.07,1,0
3938.38,0.73,470.13,74.0,29.25,73.9,0,0
4161.44,19.58,287.64,21.0,71.71,40.64,1,0
4107.05,4.24,1920.51,36.0,2.57,14.85,1,1
2086.25,1.24,1836.25,36.0,14.2,23.0,1,0
1611.12,18.14,1950.49,40.0,68.29,79.46,0,0
3745.36,8.4,2319.9,57.0,12.34,62.33,1,1
4007.94,9.34,979.07,32.0,4.83,76.09,1,0
2458.83,5.93,2755.27,44.0,10.92,9.78,1,0
4465.69,20.62,2199.61,55.0,69.07,45.81,1,1
723.82,7.14,2414.13,36.0,13.93,79.71,0,0
4395.95,5.04,2162.89,72.0,14.63,26.58,0,0
485.0,7.42,1075.37,74.0,23.03,16.92,1,0
771.86,4.88,849.1,25.0,75.09,38.18,1,1
2671.53,7.62,1267.55,38.0,20.04,33.34,0,0
342.25,1.99,291.09,30.0,3.54,18.55,0,0
268.77,3.8,1353.84,29.0,90.59,95.39,0,1
7.59,10.01,129.42,46.0,87.63,48.31,1,0
2184.4,21.11,11.84,50.0,18.48,60.81,0,0
3874.25,1.37,2794.5,42.0,26.53,12.11,0,0
179.02,5.1,2068.01,34.0,18.86,61.0,1,0
3263.03,21.8,1685.54,34.0,71.95,55.53,0,0
4116.52,21.36,1023.31,75.0,25.0,93.19,0,1
844.16,16.31,1711.61,71.0,93.14,41.23,0,1
738.58,5.77,2674.73,22.0,82.76,78.21,0,0
4304.7,10.08,1957.14,55.0,58.84,30.42,1,0
4116.51,5.07,1807.45,44.0,0.89,57.89,0,1
2697.01,3.09,1380.61,57.0,88.37,92.7,0,0
4096.9,9.12,1037.09,52.0,72.78,62.51,0,1
468.32,13.82,2095.64,69.0,78.79,71.12,1,0
1975.44,8.64,2942.94,22.0,7.18,87.6,0,0
3690.3,14.66,1274.27,38.0,70.86,92.54,1,0
1290.97,7.11,1176.62,74.0,80.46,20.83,1,1
3762.88,8.3,1284.34,28.0,95.66,19.58,0,1
2523.37,18.98,1276.63,25.0,58.05,55.05,1,0
3752.58,21.08,2971.87,60.0,50.8,99.55,0,0
2326.07,7.73,2120.33,62.0,42.54,49.02,1,0
1842.68,13.72,1077.55,56.0,70.13,33.09,0,1
1099.85,6.68,1114.51,62.0,92.08,53.73,1,0
1045.85,1.28,1292.39,58.0,59.98,6.44,1,1
3758.7,17.71,110.14,26.0,22.73,17.72,0,1
598.96,4.1,1583.45,53.0,1.76,14.89,1,1
434.48,10.22,2434.14,62.0,61.91,2.79,1,1
885.58,11.69,1981.7,67.0,86.46,72.22,0,0
880.86,4.43,595.26,32.0,6.6,32.55,1,0
4116.42,2.27,2184.1,25.0,39.76,16.85,1,0
1995.54,8.35,2158.38,63.0,94.0,51.22,0,0
4951.99,22.85,787.62,33.0,50.17,32.34,0,0
690.37,14.76,1868.62,20.0,22.07,39.3,1,1
3269.43,9.15,1832.85,65.0,35.37,31.55,1,0
2246.4,0.93,2519.36,47.0,40.81,0.4,1,1
1967.63,14.41,408.22,37.0,11.73,68.83,0,0
4376.05,2.21,584.52,19.0,66.08,11.07,1,0
4878.1,13.02,1457.91,20.0,59.22,21.91,0,0
4364.93,18.05,132.44,63.0,64.77,19.03,1,0
965.54,10.17,1246.78,46.0,61.08,33.14,0,0
1107.89,7.19,2364.66,27.0,1.67,16.02,0,0
3282.09,1.14,446.14,38.0,17.45,34.7,1,1
1448.97,0.59,1379.85,27.0,16.56,24.33,1,0
3674.95,10.32,2969.31,24.0,9.8,6.12,1,1
2834.27,21.2,1517.76,34.0,73.55,87.06,0,1
2756.79,5.86,1494.97,49.0,12.01,30.56,0,1
4143.59,13.78,1676.38,30.0,66.82,9.53,1,0
3554.11,16.42,558.01,38.0,17.84,52.15,0,1
137.76,1.46,441.49,45.0,11.83,12.33,1,1
252.05,3.67,2032.06,42.0,16.25,77.31,1,0
3009.78,7.95,1187.3,25.0,50.84,6.16,1,0
2433.53,16.08,869.72,20.0,64.55,46.46,0,0
1304.62,10.54,94.17,20.0,81.19,94.38,1,0
2096.19,17.62,2538.15,38.0,12.86,15.9,1,1
3790.76,20.82,96.99,59.0,61.62,20.14,1,0
4133.92,18.2,2249.95,25.0,77.38,60.05,0,1
2808.31,23.81,1145.97,63.0,31.24,97.99,1,0
1929.92,18.1,1796.06,59.0,7.97,38.58,0,0
1357.13,20.45,743.03,18.0,15.59,64.86,1,0
2611.98,19.98,466.2,20.0,9.16,15.23,1,0
1577.17,17.53,1600.16,29.0,88.72,64.14,1,1
2822.66,19.24,2086.85,21.0,37.67,25.27,0,1
3384.88,22.43,586.48,48.0,52.33,61.33,0,0
335.07,11.4,1309.08,20.0,76.87,8.87,1,1
10.33,15.32,1333.96,64.0,37.15,52.5,1,0
1065.32,12.36,647.94,46.0,64.91,23.74,0,0
4473.08,20.42,1695.15,59.0,7.67,68.17,1,0
3233.22,10.35,437.81,61.0,48.09,74.77,0,0
863.94,19.67,1529.25,47.0,9.65,84.81,0,0
4451.87,19.18,340.29,71.0,24.83,99.24,1,0
2352.43,23.09,1456.63,74.0,29.33,45.94,1,0
2383.08,5.97,934.8,38.0,71.76,67.06,0,0
4678.03,17.03,1356.74,25.0,67.41,1.84,1,0
302.14,18.17,1301.25,39.0,74.71,90.51,1,0
1079.82,22.47,2723.8,31.0,6.18,61.57,0,0
2930.93,21.77,1469.81,48.0,99.39,42.13,1,1
981.46,13.76,2455.5,40.0,5.44,43.43,1,1
3399.24,13.9,676.96,45.0,82.57,75.8,1,0
1074.39,4.01,1056.25,62.0,74.03,83.35,1,0
500.29,23.4,225.27,34.0,59.18,80.79,0,1
1038.89,6.12,1262.24,49.0,43.89,51.06,0,0
2116.56,17.39,2006.1,37.0,75.71,37.11,0,0
884.81,19.1,2514.5,63.0,73.99,94.55,1,0
677.79,10.59,1697.74,54.0,13.72,63.42,0,0
4302.11,5.07,1920.22,18.0,79.26,54.37,0,0
1605.38,4.54,531.8,56.0,7.86,59.83,1,0
1806.99,20.56,111.62,28.0,50.05,62.99,0,0
281.08,12.26,2375.06,59.0,64.51,71.31,0,1
1790.06,2.16,501.11,50.0,82.17,55.32,0,0
1327.71,17.21,273.51,41.0,46.31,87.54,0,0
3054.37,6.0,2812.69,58.0,23.69,85.97,1,0
1030.92,21.03,2890.56,67.0,49.07,44.23,1,0
4442.39,7.43,1848.77,62.0,25.02,16.85,0,1
4648.68,4.81,1135.91,49.0,52.87,57.67,0,1
503.66,2.04,2499.72,59.0,46.25,62.07,1,0
541.48,12.28,614.16,42.0,78.05,52.34,1,0
581.06,10.82,1288.18,63.0,24.01,89.06,1,1
3099.75,18.03,1071.05,65.0,20.0,9.3,0,0
614.23,11.15,2738.1,26.0,47.42,28.74,1,1
4262.65,8.25,2759.33,32.0,5.05,86.58,1,0
3772.59,6.28,1952.66,33.0,22.93,93.94,1,0
4099.95,6.68,332.22,27.0,35.37,42.59,1,1
2632.67,22.27,1446.58,40.0,48.76,19.26,0,0
4983.4,3.96,735.99,29.0,26.94,42.03,0,1
225.65,23.72,2654.75,52.0,56.06,45.62,1,0
2009.32,7.85,415.21,24.0,87.84,51.96,1,1
1623.06,2.12,162.93,33.0,54.37,27.44,1,0
4743.48,5.97,2113.29,56.0,28.68,31.26,1,1
2886.42,1.4,1359.86,41.0,6.2,65.56,0,0
4031.92,18.96,2515.09,42.0,13.67,62.18,0,0
855.85,12.3,223.89,63.0,56.12,66.21,0,0
4893.28,8.09,2403.23,74.0,68.37,37.73,1,1
2495.7,15.89,112.0,50.0,4.97,33.65,1,0
2470.89,15.14,84.21,23.0,18.55,35.15,1,0
4854.57,22.56,1383.95,24.0,31.91,95.12,1,0
1906.76,23.07,663.87,73.0,31.98,39.52,1,0
1990.64,16.34,1781.16,57.0,95.84,60.61,0,0
2925.84,19.63,77.45,61.0,20.38,52.28,1,0
644.62,19.02,106.17,57.0,6.25,87.62,0,0
1608.82,11.79,2181.45,28.0,35.3,36.91,0,0
970.08,16.91,630.5,44.0,13.44,43.41,0,0
520.9,1.88,1969.25,63.0,12.66,84.28,0,0
4331.39,18.19,2249.77,67.0,40.75,16.1,0,0
2948.71,23.08,177.99,32.0,30.64,59.43,0,0
1796.57,2.04,2309.26,52.0,9.17,39.99,0,0
2046.3,20.07,805.26,27.0,60.43,98.58,0,0
2160.44,22.39,1168.64,73.0,50.17,72.14,0,0
3167.58,5.43,259.92,32.0,7.71,1.06,0,1
4634.21,12.6,2515.89,59.0,86.27,83.95,0,1
4664.23,22.27,1682.19,31.0,28.47,70.32,0,0
1960.5,23.05,1514.0,53.0,96.14,56.1,0,0
1649.67,3.07,2905.66,56.0,93.15,23.61,0,1
2257.98,8.38,1003.52,37.0,43.41,14.93,0,0
2841.83,16.76,2672.34,65.0,22.86,62.84,1,0
2311.78,5.32,2159.06,68.0,83.49,43.99,0,0
3295.47,7.79,2785.58,67.0,36.13,86.16,0,1
2774.22,0.56,2723.41,37.0,16.36,26.24,1,1
1606.97,3.68,2973.09,60.0,55.16,63.75,1,1
1731.93,13.5,395.03,50.0,48.94,24.88,0,0
1896.07,15.67,2388.05,52.0,85.0,63.63,1,1
477.73,15.57,2413.48,45.0,72.93,4.83,0,1
834.48,18.68,1933.12,52.0,87.61,39.17,1,0
3616.95,9.97,836.58,26.0,73.47,17.27,1,0
1948.54,6.56,2895.44,41.0,64.22,60.59,0,0
1076.62,0.37,613.27,28.0,50.02,31.67,1,0
2815.55,4.96,1498.73,34.0,98.76,77.15,1,1
3778.92,7.5,1564.46,25.0,95.92,11.46,0,1
1290.82,4.28,485.49,30.0,84.89,55.62,1,0
4134.82,0.48,2167.59,63.0,77.53,59.37,1,1
4637.89,3.78,266.6,49.0,57.76,2.21,1,1
2988.99,15.99,2079.29,19.0,25.98,3.6,1,0
3346.39,15.11,2545.85,63.0,87.54,30.82,0,0
267.62,22.46,1048.19,70.0,1.08,60.91,1,1
4727.87,19.16,2128.26,68.0,22.74,96.26,0,0
1965.46,13.63,470.32,65.0,40.37,9.08,0,1
4619.88,3.3,2537.85,75.0,58.62,70.32,1,0
2896.99,13.54,2856.1,51.0,56.09,69.27,1,0
28.07,1.48,458.08,73.0,17.58,66.95,0,0
197.52,10.34,2075.58,72.0,10.48,51.61,0,0
3403.69,9.37,1517.49,36.0,22.23,96.68,1,1
2815.53,10.27,1594.5,67.0,34.87,50.18,1,1
137.53,6.72,2119.47,63.0,1.41,83.83,1,0
3718.58,16.46,1466.22,62.0,69.25,26.25,1,1
4261.47,20.18,1800.98,69.0,24.77,80.63,1,0
2484.61,18.44,692.7,40.0,35.14,99.65,0,0
2331.46,15.07,1135.52,41.0,33.49,91.01,1,0
32.34,12.92,2595.72,54.0,51.18,30.41,0,0
3934.32,0.75,329.71,60.0,85.98,84.62,1,0
1656.93,17.35,1792.73,68.0,14.94,9.53,0,0
4394.42,13.08,552.86,68.0,34.07,67.77,1,0
1868.44,6.5,2539.62,59.0,69.2,34.21,0,0
2827.56,7.87,1737.13,73.0,4.42,65.87,1,1
1355.36,22.45,1209.15,28.0,83.0,41.22,0,0
807.14,14.98,749.47,72.0,96.18,0.9,0,0
3875.66,11.42,1310.53,22.0,60.76,23.13,0,1
2485.47,14.9,2872.84,50.0,95.65,4.24,1,0
2684.76,9.93,1527.63,23.0,41.31,42.73,0,0
4827.25,11.28,1408.47,50.0,41.5,84.01,1,1
4818.08,6.97,2238.82,40.0,10.62,73.8,1,1
4278.93,10.56,1137.14,23.0,3.54,78.89,1,0
942.11,16.45,1282.27,55.0,24.45,80.72,0,0
2973.39,0.96,1010.84,60.0,47.81,37.19,0,1
4391.35,19.08,452.76,28.0,50.77,50.6,1,0
1875.45,6.79,2141.43,58.0,21.76,50.85,0,0
510.03,16.38,2619.09,28.0,61.28,11.32,0,0
4055.76,15.43,2716.78,26.0,18.12,59.81,1,0
2411.41,15.66,2642.41,26.0,32.62,72.02,1,1
2824.14,14.6,1355.35,52.0,19.57,61.1,0,0
4910.81,23.02,852.2,62.0,69.67,74.6,1,0
3038.02,12.2,1913.77,52.0,51.66,11.89,1,1
2127.77,17.58,2864.11,64.0,73.61,76.14,0,1
1853.07,16.93,2181.15,52.0,5.72,20.81,1,0
2091.01,5.67,1484.55,63.0,42.54,87.68,0,0
596.4,6.8,2066.43,74.0,96.7,24.49,0,0
3974.78,10.18,2317.61,40.0,5.36,49.2,0,0
4189.4,6.66,2757.81,27.0,41.84,48.73,0,1
1425.56,8.8,2289.65,26.0,4.04,26.89,1,1
1522.46,9.38,1299.57,52.0,14.67,36.17,1,1
4372.3,14.49,820.82,49.0,46.25,18.56,0,1
124.73,5.28,1499.64,29.0,15.75,57.01,0,0
2604.68,19.3,984.53,68.0,51.88,91.3,0,0
2321.06,10.5,2828.29,73.0,92.27,31.66,1,1
3452.18,16.95,1523.9,32.0,20.04,50.81,1,0
821.14,1.95,1416.17,30.0,10.72,86.19,1,0
3343.31,11.28,1044.59,30.0,82.53,45.25,0,1
1886.79,0.68,1918.22,40.0,46.03,83.13,1,0
3095.48,16.22,1560.15,67.0,88.26,44.64,0,1
205.27,8.25,387.15,52.0,30.61,44.02,0,0
2311.33,22.78,2607.62,22.0,62.75,15.72,1,1
2613.64,7.78,1077.04,45.0,92.33,12.5,0,0
1075.56,13.53,1297.74,23.0,17.17,61.15,0,0
702.42,6.18,617.0,41.0,80.07,82.73,1,1
946.43,14.88,1660.19,41.0,63.15,13.54,0,0
1723.98,11.21,2106.17,55.0,81.29,91.01,0,1
488.57,8.9,2643.5,49.0,17.07,35.89,1,1
4736.86,4.89,154.82,68.0,43.41,42.53,0,1
2027.95,2.68,2920.0,19.0,12.88,89.45,1,0
4045.8,2.88,2111.45,62.0,96.01,89.63,1,0
4872.21,23.98,852.9,19.0,6.27,52.49,1,0
408.27,9.9,613.42,35.0,6.55,27.68,0,0
3260.09,0.05,888.26,68.0,89.82,17.19,1,1
4357.69,22.87,2627.18,57.0,30.08,27.16,0,0
3173.0,0.48,874.17,28.0,59.7,78.06,0,0
2147.99,10.05,1388.46,46.0,28.75,32.46,1,0
2158.23,17.22,2117.21,59.0,64.88,69.46,1,0
184.31,21.95,2615.97,71.0,19.25,19.52,0,0
2675.33,17.11,1975.71,54.0,45.89,47.85,1,1
4967.75,11.13,2259.33,19.0,53.35,35.21,0,0
4793.74,23.39,519.98,46.0,33.36,50.36,1,0
206.79,0.94,2632.22,27.0,25.17,56.99,0,0
3530.46,23.69,827.16,21.0,14.02,99.09,0,1
1512.32,20.39,385.13,52.0,70.61,89.99,1,1
4515.43,22.29,2928.73,62.0,16.83,69.59,1,0
230.35,6.11,604.92,20.0,29.21,15.37,1,0
4679.69,3.42,409.96,63.0,33.69,91.9,1,0
4188.19,15.92,1878.06,58.0,45.44,89.26,1,0
591.93,12.38,956.59,61.0,70.26,88.67,1,0
303.82,12.56,400.05,32.0,42.79,47.9,1,0
4174.36,22.19,1803.36,40.0,87.11,17.07,1,1
783.01,14.88,2276.96,25.0,67.98,75.44,0,0
2676.82,7.47,2379.6,32.0,83.85,38.85,0,0
4579.15,9.6,466.54,35.0,71.64,34.46,1,1
2839.4,3.2,1670.6,36.0,14.86,39.08,0,0
1989.18,4.62,2441.04,28.0,97.79,55.91,0,0
2227.86,3.44,483.26,29.0,78.66,33.35,0,1
320.27,19.45,623.05,69.0,57.27,68.99,1,0
4843.92,16.92,7.23,63.0,16.52,64.77,0,1
1556.72,12.73,1573.9,38.0,17.27,50.89,1,0
950.87,8.98,584.05,72.0,61.43,5.4,1,1
1433.81,16.04,2172.73,32.0,41.62,93.65,0,0
4822.04,19.51,2886.64,41.0,67.59,41.17,0,0
475.96,21.15,626.27,64.0,37.24,44.95,1,0
4337.18,13.13,1947.29,43.0,51.28,45.6,1,1
3540.68,19.68,635.5,31.0,18.8,36.5,1,1
4150.95,12.27,54.02,39.0,15.52,67.46,1,0
4879.61,11.39,2275.66,47.0,7.56,1.39,0,1
4211.56,20.77,1302.01,53.0,81.96,87.35,0,1
4717.19,9.27,2840.36,41.0,55.54,10.24,1,0
639.04,9.5,1602.86,43.0,94.71,99.97,0,1
3979.96,7.32,472.45,33.0,74.95,62.81,1,1
2730.65,12.45,1349.32,49.0,76.88,6.62,1,1
2719.76,13.08,608.68,31.0,50.91,56.24,0,0
